imdbID,Title,Year,Rating,WatchedDate,Tags,Review
tt1302006,The Irishman,2019,4.0,2020-01-03,Very Good,"Rating: 8.8
Incredible Acting by the cast as a whole (Best was top 3 and Pacino especially), Great Direction, Great Screenplay, Great Story, Movie is Way too long, The pace is both slow and fast at the same time (The actual pace of the movie is very slow but the details of the movie are presented very fast), it is a very dense movie and is a very slow burn, Great Movie overall."
tt8404614,The Two Popes,2019,4.0,2020-01-05,Very Good,"Rating: 8.7
Great Acting and Chemistry by the two leads, Great Screenplay, Great Cinematography as it had the feel of a Documentary, The movie really has no plot as it can be boiled down into 3 scenes, Good Direction."
tt0104431,Home Alone 2: Lost in New York,1992,4.5,2020-01-05,Great,"Rating: 9.0
Great Acting By Culkin and Pesci, Very Funny, Iconic, Very Fun Movie to watch, Great Score, Great Screenplay, Great Story, Great Sequel."
tt8579674,1917,2019,4.5,2020-01-17,Great,"Rating: 9.2
Incredible Cinematography, Incredible Direction, Great Score, Great realistic visuals, Good Acting, Great Pacing, Cliche War Movie Tropes, Combination of Saving Private Ryan and Dunkirk, decent screenplay, Emotions were conveyed really well, pacing was good."
tt8946378,Knives Out,2019,4.0,2020-01-17,Very Good,"Rating: 8.9
Great Screenplay, Very good modern interpretation of a who done it, Great acting by entire cast, Some very stupid decisions that were easily avoided, Good direction, Great Ending with a lot of twists (Though some of the explanation was kind done), pacing was good."
tt5727208,Uncut Gems,2019,4.5,2020-01-21,Great,"Rating: 9.4
Incredible Acting by Adam Sandler, Incredible Direction, Incredible Screenplay, Great Story, Incredible conveying of emotion, Starts off kinda rough but the final hour of the movie was incredible, Emotions and Anxiety were conveyed incredibly, Ending was Incredible, Pacing was very fast and hectic (But I loved that), Ending was very hectic and fast cuts (liked that), The only bad thing about the movie is the score is pretty bad and only works well for the high intensity moments, Some shots and scenes were not acted well and bad."
tt2584384,Jojo Rabbit,2019,4.5,2020-01-21,Great,"Rating: 9.3
Extremely Funny (All the jokes hit and they hit really hard), Great Story, Great Acting by the entire cast (Especially the children, Scarlett Johansson, and Sam Rockwell), Great Screenplay, Very fun movie to watch, Great Direction, There were scenes that were cut towards the end that really created gaps in the story, Very well made movie, A mix of Borat and Life is Beautiful."
tt4846232,Good Time,2017,4.0,2020-01-24,Good,"Rating: 8.3
Great Acting by Robert Pattinson, Very weird but interesting plot, Great Screenplay, Good acting by the cast but not extras, Great visuals and cinematography, Pacing was very fast paced but some of the plot details were kinda wtf and not needed, not anxiety driven as it was meant to be, good relationship between brothers, Good direction, good score."
tt1950186,Ford v. Ferrari,2019,4.0,2020-03-26,Very Good,"Rating: 8.6
Great Acting, Good Story, Great technicals, Good screenplay, fun plot, good movie to watch overall, nothing extremely stellar except for technicals."
tt3281548,Little Women,2019,2.0,2020-05-29,Bad,"Rating: 5.9
Extremely Boring, Acting was good (Florence was best, Emma Watson did not know what accent she wanted to use for the film), score was good, screenplay was decent, Story was very boring and this movie was just not meant for me."
tt0829482,Superbad,2007,5.0,2020-06-02,Brilliant,"Rating: 9.7
The Jokes do not miss, Incredible screenplay and story, Extremely fun to watch, Great Acting by the entire cast, some moments were meh, great starting and launching point for many of the actors in this movie, Great Direction."
tt1798709,Her,2013,4.5,2020-06-04,Great,"Rating: 9.2
Incredible Screenplay at times and great at other times, Great acting by the cast (especially Joaquin Phoenix and Scarlett Johansson), great story, great direction, good score, movie was a little too sexual at times, final 1/4 was very good, incredible cinematography, incredible ending sequence."
tt5895028,13th,2016,4.0,2020-06-05,Good,"Rating: 8.1
Very informative in the first 2/3 of the movie, great historical context and presentation, graphics and editing was very good for this part of the doc, general narrative was consistent and explained the message, final 1/3 of the movie just turned into anti-trump propaganda and a pro-hilary message, cuts were very biased at this point in the film. In the end very informative in the overall message of the film."
tt1560747,The Master,2012,4.5,2020-06-07,Great,"Rating: 9.1
Incredible Acting by the entire case (Especially Joaquin Phoenix and Philip Seymour Hoffman), Great Screenplay, Good Story, Great Direction, Great Score, Incredible Cinematography, Very Surface level in terms of its meanings as I would like it to have gone a bit deeper in its symbolism and its criticisms of the cult, Lot of unnecessarily weird dialogue."
tt1659337,The Perks of Being a Wallflower,2012,4.0,2020-06-13,Very Good,"Rating: 8.5
Decent Direction, Great Story, Good Screenplay on Average (Great to Incredible at some points and too meta to too angsty at others), Good Acting overall by the cast (Very believable and made me actually care about the characters, especially the main 3), Decent Cinematography, Good Symbolic shots, Pacing was very good for most of the movie but I felt the ending was a bit rushed as I would have liked to have seen another 20 minutes of it, Twist ending was good, Characters/emotions were very well written and the story and struggles makes it relatable to most of the audience being very emotional/crying at points because of how relatable the main characters struggles were, definitely one of the better coming of age stories told in recent times (And thats good considering how much I don't like these stories)."
tt0443706,Zodiac,2007,3.5,2020-06-14,Pretty Good,"Rating: 7.7
Good Direction, Good Story, Decent Screenplay, Decent Score, Good Acting by the main 3 actors but the rest of the cast was pretty meh, The killing scenes were so hard to watch because of the bad acting, Good cinematography, Entertaining because of the story/subject but was kinda dry at times, The Pacing of this movie was not good cause of how it was split into two parts but the first part carried more weight than the second when it should've been the opposite, The exposition was too long and the resolution was too short."
tt0159097,The Virgin Suicides,1999,2.0,2020-06-17,Bad,"Rating: 5.1
Very Stupid Movie, Decent Acting, Bad Story, Bad Screenplay, Plot is pointless considering it sets up things that are just never revisited or solved, Narrative was inconsistent with its storytelling and structure, with the point of the movie to rationalize the suicides and the narrator saying he did not know it was pretty obvious to why they killed themselves, very boring overall in terms of the plot and story, inaccurate portrayal of mental illness, has Danny Devito though."
tt5700672,Train to Busan,2016,4.5,2020-06-20,Great,"Rating: 9.2
Incredible Story, Great Direction, Great Translation, Incredible Emotion displayed by case and writing, Great Acting by Healthy (Infected was good but like could've been better), Effects were decent (but were kinda tacky at times), Pacing was good and the final 40 minutes feel like there is just so much story that happens, Exposition could've been better at setting up the prediction of an infection, Cried at the ending for how emotional it was, Good Score."
tt0114369,Se7en,1995,4.5,2020-06-21,Great,"Rating: 9.3
Great Direction, Incredible Story, Good Screenplay, Good Acting (Kinda meh at the beginning but gets better as it goes on), Incredible Production Design, Great Cinematography, Good Score, Movie gets better as it progresses (Very meh at the beginning but gets better and better as the plot progresses), Pacing is good (Though more story heavy towards the end), Very well/iconic made climax, Great Editing."
tt0114814,The Usual Suspects,1995,4.0,2020-06-23,Very Good,"Rating: 8.5
Good Direction, Great Acting by Spacey (Rest of the cast was decent except for Del Toro and Pete Postlethwaite), Good Story, Very Good Screenplay, Score was decent (Did not feel it fit the movie though), Fun movie to watch, Kinda some lapses in plot that made the narrative a bit confusing, Funny dialogue and dynamic of the entire group, action scenes were good and choreographed well, Twist Ending was iconic and Incredible to see how the movie is a lying narrative and who Keyser Soze is."
tt4209788,Molly's Game,2017,4.0,2020-06-27,Very Good,"Rating: 8.6
Good Direction (Great during the High intensity/Poker Sequences and decent during the emotional moments), Very Good Screenplay (Though Not a fan of the very meta moments unless that was actually how the story was told in the book), Very Good Acting, Great Story, Pacing was good but the movie was a bit long, Score was decent, Visual Effects were good when describing the poker scenes, Good Editing except towards the end with when Molly began to lose the game, Movie kinda falls apart towards the end and the wrap up seems rushed and not well made."
tt0119164,The Full Monty,1997,4.5,2020-06-29,Great,"Rating: 9.0
Very Funny, Great Acting by the main cast (Great Chemistry between all the members), Decent acting by supporting cast, Very Good Direction, Great Screenplay, Good Story, Great thematic elements of real world issues disguised in a Comedy, Good score, pacing felt very rushed and completely off because this movie was too short (I would have liked to see 15-20 more mins of the movie), The plot structure was way too focused on the final 40 minutes because of the shortness of the movie."
tt1179904,Paranormal Activity,2007,2.0,2020-07-06,Bad,"Rating: 5.5
Decent Acting, The first hour of the movie was extremely boring, Decent story, Decent screenplay, Plot/conflict development was terrible as it does not go into why any of the supernatural is happening even though they allude to it begin a reason for Katie, final 15 mins of the movie were pretty scary but relied too much on jump scare tactics."
tt8151874,Honey Boy,2019,4.5,2020-07-06,Great,"Rating: 9.3
Incredible Acting by the main cast (especially Shia LaBeouf), Great Screenplay (Incredible for scenes featuring shia and Noah, Very good for scenes featuring Lucas, and decent to good for scenes featuring noah and the girl), Great Story, Great Direction, Brilliant displaying of emotions and chemistry between Shia and Noah, Incredible Cinematography, Character Development was not well displayed (Even though it was present) because of the short runtime, Great to Incredible Editing, Very short runtime makes final 1/4 and the ending very rushed and unable to come full circle even though it tries to."
tt0119822,As Good as it Gets,1997,4.0,2020-07-14,Very Good,"Rating: 8.7
Great Acting Overall (Incredible by Jack Nicholson and Helen Hunt, Great by Greg Kinnear, Good by the supporting cast), Very Good Story, Great Screenplay (Incredible Dialogue and Lines and Good symbolism and meanings but mostly surface level), Good Direction, Very Good Score, Good Displays of emotion, Pretty Funny (especially Jack), the shifts in emotions did not have that smooth of transitions, decent to pretty good chemistry between main two (Good enough for a Rom Com), Definitely a good rom com overall, pretty good pacing overall (uses its time wisely). Overall, its a great fun watch but mostly surface level in terms of content."
tt0081505,The Shining,1980,4.0,2020-07-19,Very Good,"Rating: 8.7
Good Direction (Great on a Macro scale of the entire shot but not so good on a micro scale when having dialogue between characters), Acting on a spectrum (Incredible by Jack Nicholson, Decent to Good by supporting cast, Decent from Danny Lloyd, and Very Bad from Shelley Duvall (Which in hindsight is a bad thing to say considering how much she was abused on set)), Incredible Story, Good Screenplay (Incredible use of Symbolism and Foreshadowing, good/iconic dialogue from Jack, pretty bad to decent for dialogue from other characters), Incredible Cinematography, Very poor Film Editing (Transitions were bad, a lot of continuity issues, poor/very stiff editing for shot/reverse shot conversations (Which the movie relies on heavily)), Incredible Production Design, Great Pacing as the building of suspense to the climax was incredible, Great to Incredible use of score and sound Editing to convey the mood and establish suspense, a lot of pointless shots in the film that did not add value to the plot. Overall, Jack Nicholson, the story, and the cinematography carry the film on a macro scale to make it a relevant piece of Cinema history to study, but the film fails to be Incredible due to the issues and problems on a micro scale."
tt0063522,Rosemary's Baby,1968,4.0,2020-07-26,Very Good,"Rating: 8.8
Great Direction, Great Acting by the entire cast, Very Good Story (First half was good but boring but the second half was great), Great Screenplay (Dialogue was very good and the symbolism and foreshadowing was subtle but prevalent), Good Score, Pacing was a tale of two movies where the first half of the movie relied heavily on exposition and the second half of the movie had great pacing, First half of the movie relied too much on exposition and could be boring at times because of its slow pacing, the second half of the movie really hits its stride as it continues to get better and better to the point where the final 30 minutes was very suspenseful and captivating to watch, Final 30 minutes of the movie (Climax) was pretty scary."
tt0372784,Batman Begins,2005,4.0,2020-07-28,Very Good,"Rating: 8.7
Good Direction (Great at times when directing the story and actions but poor when directing dialogue between minor characters and extras), Good Acting by all cast members that came back in the series and Tom Wilkinson (Includes Liam Neeson and Cillian Murphy as they have cameos in the future movies), Bad acting by supporting cast and Katie Holmes (Katie and Christian Bale have little to no chemistry), Great Cinematography, Incredible Story (Especially for an Origin story), Good Screenplay (Incredible at incorporating story elements as symbols and foreshadowing but dialogue is on a spectrum from Bad to Incredible), Incredible Score, Great Pacing, Some plot holes from towards the end. Basically this movie was a test run for The Dark Knight as it used the feedback on what to improve on and did that incredibly (Making bad elements incredible and good elements Brilliant)."
tt0107290,Jurassic Park,1993,5.0,2020-08-04,Incredible,"Rating: 9.5
Great Direction, Great Acting by the entire cast, Incredible Story, Great Screenplay, Incredible/Iconic Score, Jokes are funny and hit (Very few misses), Incredible Production Design, Incredible Sound Editing/Mixing (Especially with the dinosaurs), Incredible Visual Effects for the time, Good Cinematography, Great Pacing, Great Characters and character development, One of the best Blockbuster Films of all time and iconic to setting up a great franchise with great characters, Spielberg had himself a year in 1993 (Released Schindler's List the same year)."
tt0209144,Memento,2000,4.5,2020-08-05,Great,"Rating: 9.4
Great Direction, Brilliant Story, Brilliant Screenplay (Both in dialogue and how pieces are laid out through different scenes coming together), Good Acting by the entire cast, Decent Score, Great Editing, Great Pacing, I usually hate narration but this is the best I have seen it used, Ending climax and twist is incredible, Reverse Narrative style is iconic and done incredibly, the best major debut film by a director (A little biased though)."
tt0332280,The Notebook,2004,2.0,2020-08-07,Bad,"Rating: 5.1
Bad direction, Pretty good story, very bad screenplay, Acting was pretty bad overall (Only the elder characters were decent while everyone else was very bad), Pretty Bad score, Zero chemistry between the two leads which shows how there is barely any emotion from the flashback scenes, elderly couple shows decent chemistry and emotion which is a saving grace for the film (But like barely), the movie lays out as if there is going to be a twist but then spoils it midway through the movie which makes it very wasted, decent pacing, Movie was probably made by an angsty teen who wanted to get into NYU film school couldn't."
tt0338013,Eternal Sunshine of the Spotless Mind,2004,5.0,2020-08-08,Incredible,"Rating: 9.6
Great to Incredible direction, Brilliant Screenplay, Brilliant Story, Great Acting by the cast (Incredible Acting by Jim Carrey and Kate Winslet), Great Visual Effects, Very Good Cinematography, Incredible Editing, Good Score, Incredible displays of emotion, Pacing a bit slow (Could've cut about 15-20 mins), Plot was a bit confusing till the end where everything begins to make sense, One of the best movies to depict mental illness an loneliness."
tt2872718,Nightcrawler,2014,4.5,2020-08-12,Great,"Rating: 9.2
Great to Incredible direction, Great to Incredible Screenplay (Writing for Jake was incredible (Both in character writing and how they made his character's dialogue be from the perspective of someone who reads info from online), but other aspects of the writing were not on the same level), Incredible Story, Brilliant Acting from Jake Gyllenhaal (Best performance to not get nominated for Best Actor), Very good acting by two other leads, good acting by supporting cast, Pacing was incredible towards the beginning and end but the middle hour of the movie was bit slow at times, Incredible character writing for Lou Bloom, Great to incredible Cinematography and lighting, Pretty good to good Score, Good build of suspense (a very high intensity film as well) to the climax but kinda tapers off with the final dialogue between Riz Ahmed and Jake (Would have liked to just see it end with the opening line). Overall, a movie that is incredible from the perspective of Lou as he drives the film forward but is only great from that perspective as he is the glue for all the pieces coming together."
tt1895587,Spotlight,2015,4.5,2020-08-13,Great,"Rating: 9.3
Great to Incredible direction, Great to Incredible Screenplay (Written and made as if it was taken from a documentary), Great Story (Concepts and overarching story is incredible but narrative direction and overall plot structure was kinda dragging at times), Incredible Acting by the cast overall (Nobody stands out as everyone acts as a key piece to the story), very good score, Pacing was a little bit slow and dragging at times towards the middle but not too bad overall, Some of the choices in terms of plot direction were kinda meh, Great to Incredible drama overall and one of the best movies on newspaper journalism, a movie that should be known for its scenes to be analyzed in isolation but not in how they all come together as each scene is worth its own merit but the overall scenes coming together does not keep to that same standard."
tt0840361,The Town,2010,4.0,2020-08-18,Very Good,"Rating: 8.6
Good to Very Good direction (Especially when coordinating the heist scenes), Great acting by Ben Affleck, Great to Incredible Acting by Jeremy Renner, Very good acting by the rest of the cast, Decent Story (Good in terms of concepts but bad in terms of plot points, development, and story architecture), very good screenplay, Pacing was extremely fast and hard to follow plot points because of it, the exposition is very unorganized which makes it very confusing what is going on for like the first half of the movie, The final 45 minutes of the movie is great to incredible in terms of the suspense as it builds to the action that takes place, good cinematography, plot elements (resolution is very rushed, The climax is the best part of the movie as it is the most well structured, the rising action is also good as it helps develop the main character and him wanting to go clean, but the exposition, falling action, and resolution are not well executed which make the movie hard to follow and I was not that invested in the characters as we should be). Overall, what makes the movie is the acting by the cast, the action/intense scenes, and screenplay, but what makes the movie not great is the unorganized story arc and extremely fast pacing."
tt0080339,Airplane!,1980,4.5,2020-08-18,Great,"Rating: 9.0
Extremely funny movie, Majority of the jokes hit hard and well but when they miss they miss pretty badly, Incredible Screenplay, Pretty Bad to Decent story (its a parody movie after all they can't really do much), decent acting overall by the cast, very iconic lines and jokes, decent direction, plot continuity makes no sense but I guess thats the point, actually uses its short runtime well surprisingly as the pacing as good. Overall, as a movie it is decent, but as a medium to display comedy it is incredible as it is way ahead of its time."
tt1285016,The Social Network,2010,5.0,2020-08-23,Incredible,"Rating: 9.5
Incredible Direction, Incredible Acting by the cast overall (Really enjoyed Andrew Garfield's performance more than Jesse Eisenberg's), Incredible to Brilliant Screenplay, Incredible Story, Brilliant Score, Great Cinematography, Great Editing, The pacing is good for the first half but becomes very rushed in the second half (Feels fast but just mimics the nature of a startup) but the ending is very abrupt (Though that is how it is in the book it is based off of so I cannot fully fault), There is a build to a very abrupt ending that is kinda anticlimactic. Overall, Incredible representation of startup culture and college entrepreneurship overall as this movie will become a classic worth studying in the future."
tt0107048,Groundhog Day,1993,4.0,2020-08-23,Very Good,"Rating: 8.6
Funny to Very Funny movie (Especially Bill Murray), Iconic story, good screenplay, Movie is kinda about nothing but thats pretty much the point, the character development is shown but its kinda rushed towards the end against doing it throughout the movie, Good acting by the cast (very good by murray). Overall, classic comedy movie that is a great movie to watch on February 2nd"
tt1045658,Silver Linings Playbook,2012,4.5,2020-08-24,Great,"Rating: 9.1
Incredible Acting by the cast as a whole (Especially Bradley Cooper then Jennifer Lawrence then Robert De Niro), Great Screenplay, pretty good story, Great Direction, Great mix of both comedic and dramatic moments throughout the movie, Incredible displays of mental illness by the lead characters, great indian representation, The plot was very predictable and cliche towards the end. Overall, a movie that is carried by the performances of the main cast who have to carry such a heavy topic with a great script that is filled with cliches."
tt0088247,The Terminator,1984,3.0,2020-08-30,Decent,"Rating: 7.1
Acting on a spectrum (Arnold Schwarzenegger was good, Linda Hamilton was pretty good, Michael Biehn and some of the cops were decent but over-the-top at times, extras were very bad), Very Good/Iconic Story, Iconic lines (Which were perfected in the sequel) but very bad screenplay overall as the dialogue was very stiff/forced/not natural, Pretty good score (Sequel perfected the themes) as it gave a very 80s/retro futuristic feel and builds tension with the consent loud beating, Very Poor production design/visual effects when displaying the future, good makeup (Very good for Arnold), cinematography was pretty bad (Good for some scenes but very bad in others), action sequences were choreographed very well), Direction was on the spectrum (Good during moments of action and crisis but poor when directing other plot moments), good sound mixing, good pacing average (very good in terms of plot development but can be rushed or drag at times), climax was good in terms of action and suspense, The movie has a decent budget but looks like a student film at times. Overall, the movie is decent in terms of a watch but as a movie overall lacks in a lot of areas, but these areas are definitely improved upon and made better with the sequel as the budget/experience to make a better movie was there."
tt0381061,Casino Royale,2006,4.5,2020-09-09,Great,"Rating: 9.1
Very good Acting overall (Really liked the Acting from Daniel Craig, Mads Mikkelsen, Eva Green, and Judi Dench as I thought they were great), Great Direction, Great Screenplay (Both for its wit and its dialogue overall), Very Good story (Some Major plot jumps though that I was not a fan off), Action scenes were well choreographed, The pacing of the movie was fine but I felt that the movie was really rushed in the final 1/3 because it spent too much time on the first half development/exposition that the ending was very rushed and jumped around. Overall, a great exposition story for the origins of bond and set up a great bond portrayal by the best bond, Daniel Craig."
tt0079470,Monty Python's Life of Brian,1979,3.5,2020-09-09,Pretty Good,"Rating: 7.9
Pretty Funny Movie (Some of the jokes were well thought out but some of them were pretty cheap imo but were still funny), Decent story and satire on Christianity and socialism, Funny acting by some of the characters, A movie that uses its short runtime very well as pacing is very good. Overall, a film that uses its R rating to have a lot of boundary pushing comedy, but one where the jokes are kinda cheap (Not a outright recommendation but still enjoyed watching it)."
tt6723592,Tenet,2020,4.0,2020-09-15,Very Good,"Rating: 8.6
Good Direction (Incredible during action scenes and coordinating stunts and introducing scenes but poor during moments of conducting dialogue and the more personal scenes), decent acting (Very good from Robert Pattinson, Pretty good from John David Washington (Very emotionless in the first half though), Kenneth Branagh was pretty good to good but over-the-top at times, and the rest of the cast was bad to pretty bad), Great to Incredible Story and Idea (Though I think the middle chunk of the movie was kinda a waste, and the ideas were not executed that well), Pretty Bad Screenplay (The dialogue was very stiff and not well executed to show what the ideas of the movie were), Great Cinematography, Incredible Score, Great to Incredible Effects, Bad Sound Mixing but Great Sound editing, Incredible Film Editing to coordinate backwards and forwards movement, The movie is very confusing in the first half but make more sense and come full circle once the halfway point is met, All the action scenes are incredible intense and pulled off very well in terms of the suspense they create (Especially the first scene and the climax), A movie that makes more sense the more you think about it, The pacing was way too fast and this played a major issue in presenting ideas and having dialogue cause it made things very unnatural and made things very confusing, A lot of the concepts on time did not make any sense and time travel is just a subject in film to stay away from overall (Even if you are Christopher Nolan). Overall, this was Christopher Nolan's worst movie (Hard for me to say it as it is) given the fact he is a seasoned director at this point and could not execute a movie of this magnitude off, but it is still a Good movie and would still recommend people to watch."
tt9196192,Cuties,2020,0.0,2020-09-28,Terrible,"Rating: 1.9
Poor Direction, Very boring screenplay (From a translation perspective), the story had a decent idea but the plot points were very wtf and ultimately not necessary, very poor acting (Especially for the controversial scenes), The lack of score makes the movie extremely emotionless and the scenes seem very dull, The movie isn't as controversial as people are saying it is although the final 30 mins definitely could be argued against this because it was very cringe/hard to watch, It tries to show the evil in child sexualization but does it so poorly that it ultimately promotes it. Very bad movie overall and very boring to watch."
tt13143964,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,2020,4.0,2020-10-29,Good,"Rating: 8.0
Continuation of a beloved classic and one of, if not the, greatest comedies of all time. In its sequel, Borat does not have as much of the charm as its original movie did. Very funny at times but very mild or bland or disgusting at others, story was coherent as very politically brown nose against the right, the movie is ultimately propaganda to vote. Sacha Baron Cohen was great, though lost a step from her previous version, Maria Bakalova was good acting but was no where near the level of sidekick as Azamt, Good but safe story, Very good but safe screenplay, Good direction (But misleading editing). Overall, This movie was a good look back into one of the greatest movies of all time but plays it safe and ultimately boils down into a movie urging the audience to vote out the right (making it a very topical movie at the present but something that will not make it a classic like its predecessor). This movie really didn't have to be made and looks like a cash grab on a retired character."
tt11464826,The Social Dilemma,2020,3.0,2020-11-22,Decent,"Rating: 7.3
Great Topics that are complex but presented in a very simple manner that makes it easy to digest, Expert testimony of the documentary is very good as it brings in a lot of industry experience and credibility to persuade the audience to change how they view social media and technology, I felt they brushed on topics they should've discussed more (Like mental health), the skits were very poorly written and acted and they really drew away from the message of the documentary as they were very unrealistic, the message of the documentary was a little too pessimistic of what may actually happen. Overall, thought the ideas were very well presented, the skits and ending message really hold this documentary back from making a strong impact on the relationship between social media and society."
tt0116282,Fargo,1996,4.0,2020-11-22,Very Good,"Rating: 8.6
Overall, the Coen brothers give a prime example of why they are some of the best screenwriters in Hollywood as they make a short runtime filled with many memorable, funny moments (even though it may not be as incredible as their other movies), but it does falter towards the end as it is incredibly rushed as it feels like it could've used 15 more minutes to keep up to the pace it had for the majority of the movie."
tt0066921,A Clockwork Orange,1971,4.5,2020-11-27,Great,"Rating: 9.2
Overall, a movie that is very hard to watch in the first 1/3 (both because of imagery, understanding the dialogue, plot, and pace), but once you get past that point, it is an great to incredible piece of art that shows the line between psychological treatment and free will as well as the ability for the redemption of the lost."
tt0101507,Boyz n the Hood,1991,4.0,2020-11-27,Very Good,"Rating: 8.5
Overall, a Good movie to show the struggles of living in South Central LA and how those who dream to get out may not even get the chance."
tt0093058,Full Metal Jacket,1987,4.0,2020-12-23,Very Good,"Rating: 8.6
Overall, a good movie that shows the horrors of war and the effects it has on soldiers, but is very shallow in its meaning and message when compared to Kubrick's other films."
tt2582802,Whiplash,2014,5.0,2020-12-24,Brilliant,"Rating: 9.7
Overall, one of, if not the best, movies to show the obsession of an artist that wants to make it to the top, stopping at nothing to get there, as they are pushed past their mental breaking point to achieve their goal."
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,2006,4.0,2020-12-26,Good,"Rating: 8.0
Overall, a fun movie to watch for leisure that has many jokes that hit very well and are very quotable, even though it may be stupid funny."
tt0319343,Elf,2003,4.0,2020-12-26,Very Good,"Rating: 8.5
Overall, an iconic christmas movie that is filled with many emotions, makes you root for the characters, and makes you remember the spirit of christmas, even though the movie is very safe, formulaic, cliche, and plays its cards very close to its chest (something I can't really blame given its a family Christmas movie)."
tt0085334,A Christmas Story,1983,3.0,2020-12-26,Decent,"Rating: 7.3
Overall, a movie that is kinda overrated, has not aged that well compared to other christmas movies, and has incredible pacing and length issues, but is still an entertaining watch for the family during Christmas time."
tt2948372,Soul,2020,4.5,2021-01-04,Great,"Rating: 9.2
Overall, a great Pixar movie (probably mid-tier) that is filled with incredible animation and thought-provoking themes, even though it has a predictable plot."
tt0198781,"Monsters, Inc.",2001,5.0,2021-01-09,Brilliant,"Rating: 9.7
Overall, the best Pixar movie (a little biased) that shows the loving dynamic of a father-daughter relationship through an animation filled adventure; lives up to how much I loved it as a kid and more, especially Mike Wazowski."
tt0407887,The Departed,2006,4.5,2021-01-14,Great,"Rating: 9.4
Overall, a movie that is a must watch, even with its small faults, as it uses Boston wit and humor laced into a story and screenplay to show the effects trauma and crime can have on people stuck in the rat race as the push through through what is ethical, in what is a Martin Scorsese masterpiece."
tt0083944,First Blood,1982,4.0,2021-01-14,Very Good,"Rating: 8.5
Overall, a movie that is a fun action movie to watch as Sly gives off one of his iconic performances to create a signature character that is a war machine suffering from PTSD that is trying his best to just to live in a post-Vietnam, anti-war society."
tt0105236,Reservoir Dogs,1992,4.0,2021-01-19,Very Good,"Rating: 8.6
Overall, a ""Usual Suspects"" type film that is a good watch with good moments as the audience gets to see a sloppy, amateur filmmaker that is looking to make a name for himself (in what became a great launching point for one of the best filmmakers ever)."
tt0477348,No Country for Old Men,2007,4.5,2021-01-19,Great,"Rating: 9.4
Overall, a movie that is extremely metaphorical in nature about the world moving towards an evil that the old cannot adapt to that is filled with Iconic Dialogue, Great Action moments, and Incredible performances that make the movie a must watch that is incredibly true to the source material, even the though the pace is very slow and the tone is very dull."
tt0144084,American Psycho,2000,3.5,2021-01-24,Pretty Good,"Rating: 7.5
Overall, a decent movie that shows moments of greatness from a future star (Bale and somewhat Leto) as the movie has good moments to watch (like the killing scenes and the overanalyzing from Bateman), but there are a lot of flaws in the movie that make it very hard to watch at times when looking at the greed of wall street from a very surface level, pretentious lense."
tt0265666,The Royal Tenenbaums,2001,4.0,2021-01-24,Good,"Rating: 8.1
Overall, a pretty good watch that shows how broken pieces of a family can still come together to make a single unit through adversity in what is a prime example of Wes Anderson filmmaking with its quirks and cinematography."
tt11032374,Demon Slayer: Mugen Train,2020,4.0,2021-04-26,Good,"Rating: 8.4
Overall, even though I do not watch the show/anime, I thought it was a good movie and is a nice visual/change of pace movie to watch to get people back into theaters."
tt1979320,Rush,2013,4.0,2021-05-11,Very Good,"Rating: 8.6
Overall, a good movie that I will compare a lot to Ford v. Ferrari where this movie had a better story and was more serious while the other movie is more of a fun watch with better technicals."
tt1345836,The Dark Knight Rises,2012,5.0,2021-05-11,Incredible,"Rating: 9.6
Overall, one of the best endings for a trilogy that ties a lot of the loose ends together and closes The Dark Knight story in an incredible fashion."
tt0387564,Saw,2004,2.5,2021-05-11,Pretty Bad,"Rating: 6.8
Overall, for a movie with such a low budget, the creators were able to develop the most from what they could as they created an iconic story line that is a mainstay in the horror franchise, even though it may not be the best in its presentation."
tt0070047,The Exorcist,1973,4.0,2021-05-13,Very Good,"Rating: 8.7
Overall, even though the movie does falter a lot in the development of its plot and pacing, The Exorcist is a groundbreaking movie in the horror genre (With its direction, screenplay, and acting) and stands up to be one of the most iconic movies not only in its genre but all time."
tt0335266,Lost in Translation,2003,2.5,2021-05-24,Pretty Bad,"Rating: 6.3
Overall, a movie that is pretty overrated as the movie is basically just shots of Japan that is mixed with good dialogue and scenes between Bill Murray and Scarjo, but in the end falters from its lack of story and very dull presentation (as it fails to capture to true aspects of loneliness)."
tt0264464,Catch Me If You Can,2002,4.5,2021-05-24,Great,"Rating: 9.2
Overall, a great film that is one of the most entertaining films to watch as it is a thrill of a ride to see all the different scams Frank Abagnale was able to pull off from the very start to the very end, something that really keeps you engaged at all times."
tt0942385,Tropic Thunder,2008,4.5,2021-05-26,Great,"Rating: 9.1
Overall, a movie that is iconic for its edgy humor and star studded cast that was able to mock and make fun of the oscars so much that they could build an oscar campaign for RDJ, and actually get him a nomination (something legendary in itself)."
tt0388795,Brokeback Mountain,2005,5.0,2021-05-27,Incredible,"Rating: 9.5
Overall, a very beautiful movie (both in scenery and acting/dialogue) that is one of the best depictions of falling in love I have ever seen, as the two lead male characters have to escape to a beautiful seclusion to show their true love for each other, something society won't let them do."
